month,day,zipcode,daily_case,total_case
5,14,11211,1903,5674
5,14,11212,1650,4302
5,14,11213,1265,3165
5,14,11214,1399,3564
5,14,11215,564,2145
5,14,11216,666,2079
5,14,11217,542,1572
5,14,11218,1567,4013
5,14,11219,2682,8249
5,14,11220,1393,3463
5,14,11221,1158,3091
5,14,11222,403,1296
5,14,11223,1574,4164
5,14,11224,1048,2690
5,14,11225,1078,2750
5,14,11226,2033,4856
5,14,11228,596,1654
5,14,11229,1449,3942
5,14,11230,2119,5540
5,14,11231,382,1188
5,14,11232,463,1068
5,14,11233,1158,2976
5,14,11234,2109,5178
5,14,11235,1881,4826
5,14,11236,2495,5682
5,14,11237,856,2007
5,14,11238,699,2009
5,14,11239,471,1149
5,14,11354,1076,2629
5,14,11355,1151,2721
5,14,11356,508,1273
5,14,11357,760,2039
5,14,11358,517,1466
5,14,11360,294,945
5,14,11361,414,1188
5,14,11362,292,835
5,14,11363,96,294
5,14,11364,441,1338
5,14,11365,767,2038
5,14,11366,361,888
5,14,11367,948,2550
5,14,11368,4104,7933
5,14,11369,1459,2958
5,14,11370,1259,2749
5,14,11372,2325,4731
5,14,11373,2979,6365
5,14,11374,1001,2657
5,14,11375,1427,3864
5,14,11377,2002,4947
5,14,11378,687,1842
5,14,11379,753,2021
5,14,11385,1984,4938
5,14,11411,641,1406
5,14,11412,1168,2654
5,14,11413,1227,2811
5,14,11414,767,1781
5,14,11415,495,1262
5,14,11416,651,1418
5,14,11417,825,1957
5,14,11418,992,2409
5,14,11419,1079,2467
5,14,11420,1262,2955
5,14,11421,1111,2568
5,14,11422,911,2142
5,14,11423,1000,2272
5,14,11426,480,1145
5,14,11427,725,1653
5,14,11428,631,1351
5,14,11429,879,1832
5,14,11432,1638,3624
5,14,11433,865,2026
5,14,11434,1892,4545
5,14,11435,1498,3557
5,14,11436,486,1175
5,14,11691,2076,4425
5,14,11692,545,1251
5,14,11693,301,735
5,14,11694,654,1631
5,14,11697,86,261
5,15,10001,327,1265
5,15,10002,951,2703
5,15,10003,424,1765
5,15,10004,28,116
5,15,10005,56,305
5,15,10006,22,118
5,15,10007,50,283
5,15,10009,646,2340
5,15,10010,249,1319
5,15,10011,486,1833
5,15,10012,154,661
5,15,10013,240,997
5,15,10014,276,1054
5,15,10016,633,2727
5,15,10017,130,675
5,15,10018,199,679
5,15,10019,552,2009
5,15,10021,521,2293
5,15,10022,323,1419
5,15,10023,521,2315
5,15,10024,605,2435
5,15,10025,1151,4120
5,15,10026,601,1916
5,15,10027,939,2861
5,15,10028,447,1974
5,15,10029,1663,4397
5,15,10030,454,1367
5,15,10031,1197,3119
5,15,10032,1362,3578
5,15,10033,1216,3215
5,15,10034,643,2102
5,15,10035,880,2344
5,15,10036,385,1374
5,15,10037,502,1817
5,15,10038,230,802
5,15,10039,465,1421
5,15,10040,1030,2820
5,15,10044,211,582
5,15,10065,311,1501
5,15,10069,50,219
5,15,10075,357,1332
5,15,10128,598,2695
5,15,10280,41,235
5,15,10282,64,215
5,15,10301,1080,2939
5,15,10302,603,1480
5,15,10303,805,2074
5,15,10304,1308,3552
5,15,10305,1158,3380
5,15,10306,1382,4394
5,15,10307,361,1127
5,15,10308,609,2020
5,15,10309,804,2549
5,15,10310,691,2015
5,15,10312,1430,4443
5,15,10314,2521,7174
5,15,10451,1502,3787
5,15,10452,2164,5358
5,15,10453,2191,5314
5,15,10454,1055,2933
5,15,10455,1176,2930
5,15,10456,2307,6074
5,15,10457,1921,4919
5,15,10458,1887,4869
5,15,10459,1392,3298
5,15,10460,1531,3788
5,15,10461,1789,4867
5,15,10462,2132,5636
5,15,10463,1772,5004
5,15,10464,115,425
5,15,10465,1428,4263
5,15,10466,2210,5306
5,15,10467,3118,7459
5,15,10468,2464,5846
5,15,10469,2799,6582
5,15,10470,425,1273
5,15,10471,698,2428
5,15,10472,1805,4083
5,15,10473,1800,4570
5,15,10474,305,759
5,15,10475,1621,4355
5,15,11004,535,1076
5,15,11101,575,1903
5,15,11102,563,1622
5,15,11103,511,1539
5,15,11104,451,1295
5,15,11105,459,1572
5,15,11106,597,1765
5,15,11109,46,255
5,15,11201,632,2579
5,15,11203,1908,4575
5,15,11204,1865,5426
5,15,11205,671,2272
5,15,11206,1444,4220
5,15,11207,1912,5021
5,15,11208,2147,5150
5,15,11209,1061,3385
5,15,11210,1555,3916
5,15,11211,1929,5971
5,15,11212,1670,4438
5,15,11213,1273,3255
5,15,11214,1410,3685
5,15,11215,575,2229
5,15,11216,673,2161
5,15,11217,549,1636
5,15,11218,1587,4186
5,15,11219,2740,8946
5,15,11220,1406,3575
5,15,11221,1173,3226
5,15,11222,408,1405
5,15,11223,1590,4318
5,15,11224,1058,2778
5,15,11225,1083,2839
5,15,11226,2047,4996
5,15,11228,598,1712
5,15,11229,1457,4069
5,15,11230,2143,5764
5,15,11231,387,1266
5,15,11232,472,1111
5,15,11233,1167,3096
5,15,11234,2123,5322
5,15,11235,1895,4966
5,15,11236,2517,5825
5,15,11237,868,2118
5,15,11238,709,2076
5,15,11239,475,1184
5,15,11354,1093,2705
5,15,11355,1165,2786
5,15,11356,517,1309
5,15,11357,766,2107
5,15,11358,525,1533
5,15,11360,296,982
5,15,11361,420,1246
5,15,11362,293,855
5,15,11363,96,300
5,15,11364,444,1378
5,15,11365,775,2101
5,15,11366,361,916
5,15,11367,962,2613
5,15,11368,4152,8166
5,15,11369,1468,3047
5,15,11370,1264,2809
5,15,11372,2345,4882
5,15,11373,3019,6587
5,15,11374,1005,2745
5,15,11375,1434,3988
5,15,11377,2031,5134
5,15,11378,695,1920
5,15,11379,762,2106
5,15,11385,2001,5104
5,15,11411,644,1435
5,15,11412,1173,2708
5,15,11413,1229,2872
5,15,11414,771,1824
5,15,11415,498,1299
5,15,11416,657,1450
5,15,11417,831,2012
5,15,11418,1005,2470
5,15,11419,1089,2547
5,15,11420,1273,3028
5,15,11421,1112,2633
5,15,11422,918,2184
5,15,11423,1008,2329
5,15,11426,481,1168
5,15,11427,731,1740
5,15,11428,633,1368
5,15,11429,881,1865
5,15,11432,1658,3754
5,15,11433,872,2071
5,15,11434,1901,4618
5,15,11435,1511,3659
5,15,11436,492,1215
5,15,11691,2087,4586
5,15,11692,550,1294
5,15,11693,304,745
5,15,11694,656,1652
5,15,11697,86,304
5,16,10001,329,1314
5,16,10002,965,2766
5,16,10003,425,1841
5,16,10004,28,117
5,16,10005,56,315
5,16,10006,23,130
5,16,10007,50,294
5,16,10009,651,2421
5,16,10010,250,1366
5,16,10011,488,1900
5,16,10012,155,681
5,16,10013,245,1042
5,16,10014,278,1097
5,16,10016,634,2835
5,16,10017,130,710
5,16,10018,199,695
5,16,10019,556,2093
5,16,10021,524,2377
5,16,10022,324,1507
5,16,10023,522,2402
5,16,10024,610,2522
5,16,10025,1160,4258
5,16,10026,607,1966
5,16,10027,946,2965
5,16,10028,447,2039
5,16,10029,1676,4532
5,16,10030,463,1422
5,16,10031,1203,3216
5,16,10032,1376,3708
5,16,10033,1231,3339
5,16,10034,660,2201
5,16,10035,889,2456
5,16,10036,387,1432
5,16,10037,503,1838
5,16,10038,231,829
5,16,10039,470,1467
5,16,10040,1046,2897
5,16,10044,214,607
5,16,10065,315,1542
5,16,10069,50,227
5,16,10075,361,1376
5,16,10128,601,2787
5,16,10280,43,243
5,16,10282,68,226
5,16,10301,1091,2988
5,16,10302,607,1499
5,16,10303,809,2109
5,16,10304,1315,3612
5,16,10305,1173,3456
5,16,10306,1390,4481
5,16,10307,362,1141
5,16,10308,610,2066
5,16,10309,808,2585
5,16,10310,694,2050
5,16,10312,1437,4496
5,16,10314,2529,7277
5,16,10451,1514,3867
5,16,10452,2177,5493
5,16,10453,2199,5437
5,16,10454,1061,2997
5,16,10455,1184,3014
5,16,10456,2320,6216
5,16,10457,1933,5031
5,16,10458,1901,4999
5,16,10459,1407,3377
5,16,10460,1543,3870
5,16,10461,1797,5007
5,16,10462,2149,5775
5,16,10463,1794,5115
5,16,10464,116,430
5,16,10465,1435,4342
5,16,10466,2218,5383
5,16,10467,3134,7613
5,16,10468,2534,6113
5,16,10469,2813,6701
5,16,10470,426,1301
5,16,10471,755,2821
5,16,10472,1821,4181
5,16,10473,1812,4678
5,16,10474,308,771
5,16,10475,1622,4406
5,16,11004,540,1095
5,16,11101,584,1985
5,16,11102,568,1679
5,16,11103,515,1593
5,16,11104,457,1339
5,16,11105,460,1624
5,16,11106,601,1810
5,16,11109,46,269
5,16,11201,639,2673
5,16,11203,1921,4712
5,16,11204,1880,5666
5,16,11205,676,2330
5,16,11206,1465,4395
5,16,11207,1928,5198
5,16,11208,2184,5364
5,16,11209,1069,3478
5,16,11210,1568,4015
5,16,11211,1954,6214
5,16,11212,1687,4569
5,16,11213,1281,3355
5,16,11214,1425,3820
5,16,11215,583,2300
5,16,11216,678,2246
5,16,11217,551,1669
5,16,11218,1601,4339
5,16,11219,2795,9497
5,16,11220,1417,3678
5,16,11221,1183,3349
5,16,11222,411,1509
5,16,11223,1606,4443
5,16,11224,1072,2850
5,16,11225,1091,2916
5,16,11226,2080,5255
5,16,11228,605,1766
5,16,11229,1468,4197
5,16,11230,2159,5974
5,16,11231,391,1305
5,16,11232,482,1156
5,16,11233,1173,3197
5,16,11234,2139,5483
5,16,11235,1916,5093
5,16,11236,2528,5974
5,16,11237,882,2190
5,16,11238,722,2212
5,16,11239,476,1212
5,16,11354,1102,2771
5,16,11355,1172,2853
5,16,11356,520,1348
5,16,11357,769,2149
5,16,11358,526,1589
5,16,11360,298,1012
5,16,11361,424,1298
5,16,11362,294,879
5,16,11363,96,310
5,16,11364,445,1426
5,16,11365,784,2153
5,16,11366,364,938
5,16,11367,969,2665
5,16,11368,4191,8420
5,16,11369,1488,3133
5,16,11370,1269,2880
5,16,11372,2358,5009
5,16,11373,3043,6750
5,16,11374,1012,2793
5,16,11375,1442,4063
5,16,11377,2056,5270
5,16,11378,700,1974
5,16,11379,765,2156
5,16,11385,2016,5241
5,16,11411,647,1465
5,16,11412,1180,2762
5,16,11413,1232,2914
5,16,11414,775,1860
5,16,11415,502,1331
5,16,11416,659,1498
5,16,11417,833,2071
5,16,11418,1010,2509
5,16,11419,1095,2603
5,16,11420,1281,3102
5,16,11421,1123,2688
5,16,11422,924,2221
5,16,11423,1010,2370
5,16,11426,485,1187
5,16,11427,735,1792
5,16,11428,635,1383
5,16,11429,881,1893
5,16,11432,1675,3855
5,16,11433,880,2115
5,16,11434,1913,4720
5,16,11435,1520,3740
5,16,11436,493,1236
5,16,11691,2111,4736
5,16,11692,554,1322
5,16,11693,309,768
5,16,11694,658,1771
5,16,11697,89,387
5,17,10001,334,1356
5,17,10002,970,2844
5,17,10003,426,1890
5,17,10004,28,125
5,17,10005,57,325
5,17,10006,23,133
5,17,10007,50,300
5,17,10009,653,2486
5,17,10010,251,1413
5,17,10011,489,1944
5,17,10012,155,698
5,17,10013,245,1061
5,17,10014,280,1134
5,17,10016,637,2926
5,17,10017,132,734
5,17,10018,199,705
5,17,10019,558,2157
5,17,10021,525,2423
5,17,10022,325,1542
5,17,10023,523,2482
5,17,10024,611,2585
5,17,10025,1162,4340
5,17,10026,609,2012
5,17,10027,951,3045
5,17,10028,448,2081
5,17,10029,1686,4622
5,17,10030,466,1448
5,17,10031,1218,3327
5,17,10032,1382,3805
5,17,10033,1240,3452
5,17,10034,663,2265
5,17,10035,900,2546
5,17,10036,389,1478
5,17,10037,503,1859
5,17,10038,232,848
5,17,10039,473,1500
5,17,10040,1052,2956
5,17,10044,216,626
5,17,10065,316,1579
5,17,10069,51,234
5,17,10075,360,1395
5,17,10128,601,2852
5,17,10280,43,246
5,17,10282,68,232
5,17,10301,1094,3037
5,17,10302,608,1515
5,17,10303,812,2139
5,17,10304,1320,3649
5,17,10305,1175,3500
5,17,10306,1390,4523
5,17,10307,363,1159
5,17,10308,611,2096
5,17,10309,810,2612
5,17,10310,698,2092
5,17,10312,1439,4559
5,17,10314,2534,7370
5,17,10451,1526,3945
5,17,10452,2188,5594
5,17,10453,2215,5527
5,17,10454,1064,3048
5,17,10455,1187,3061
5,17,10456,2334,6335
5,17,10457,1936,5130
5,17,10458,1910,5074
5,17,10459,1412,3433
5,17,10460,1550,3933
5,17,10461,1804,5094
5,17,10462,2155,5883
5,17,10463,1804,5229
5,17,10464,117,435
5,17,10465,1437,4387
5,17,10466,2230,5442
5,17,10467,3143,7738
5,17,10468,2538,6212
5,17,10469,2821,6812
5,17,10470,430,1347
5,17,10471,756,2912
5,17,10472,1826,4244
5,17,10473,1814,4726
5,17,10474,310,780
5,17,10475,1626,4434
5,17,11004,543,1109
5,17,11101,587,2015
5,17,11102,568,1719
5,17,11103,517,1629
5,17,11104,460,1359
5,17,11105,462,1677
5,17,11106,604,1842
5,17,11109,46,272
5,17,11201,637,2749
5,17,11203,1929,4800
5,17,11204,1892,5813
5,17,11205,678,2372
5,17,11206,1474,4481
5,17,11207,1942,5300
5,17,11208,2195,5489
5,17,11209,1073,3550
5,17,11210,1576,4112
5,17,11211,1964,6383
5,17,11212,1702,4666
5,17,11213,1289,3421
5,17,11214,1435,3914
5,17,11215,583,2357
5,17,11216,680,2309
5,17,11217,553,1722
5,17,11218,1603,4449
5,17,11219,2824,9829
5,17,11220,1423,3754
5,17,11221,1193,3444
5,17,11222,412,1550
5,17,11223,1607,4519
5,17,11224,1072,2883
5,17,11225,1092,2964
5,17,11226,2091,5359
5,17,11228,608,1796
5,17,11229,1476,4281
5,17,11230,2173,6139
5,17,11231,394,1350
5,17,11232,485,1191
5,17,11233,1180,3257
5,17,11234,2142,5579
5,17,11235,1926,5148
5,17,11236,2542,6087
5,17,11237,886,2240
5,17,11238,724,2256
5,17,11239,479,1257
5,17,11354,1107,2807
5,17,11355,1178,2908
5,17,11356,522,1368
5,17,11357,775,2189
5,17,11358,530,1614
5,17,11360,298,1034
5,17,11361,427,1337
5,17,11362,294,892
5,17,11363,97,315
5,17,11364,447,1455
5,17,11365,787,2184
5,17,11366,365,950
5,17,11367,973,2705
5,17,11368,4213,8580
5,17,11369,1494,3179
5,17,11370,1273,2913
5,17,11372,2365,5061
5,17,11373,3053,6856
5,17,11374,1015,2840
5,17,11375,1448,4135
5,17,11377,2061,5371
5,17,11378,703,2010
5,17,11379,766,2179
5,17,11385,2022,5330
5,17,11411,650,1488
5,17,11412,1180,2803
5,17,11413,1239,2963
5,17,11414,779,1888
5,17,11415,502,1356
5,17,11416,664,1533
5,17,11417,841,2133
5,17,11418,1016,2545
5,17,11419,1099,2655
5,17,11420,1287,3154
5,17,11421,1127,2722
5,17,11422,925,2242
5,17,11423,1013,2401
5,17,11426,484,1195
5,17,11427,738,1835
5,17,11428,636,1402
5,17,11429,884,1933
5,17,11432,1679,3927
5,17,11433,880,2164
5,17,11434,1922,4848
5,17,11435,1528,3807
5,17,11436,494,1265
5,17,11691,2138,4937
5,17,11692,555,1359
5,17,11693,309,779
5,17,11694,658,1877
5,17,11697,92,466
